AnimalName,AnimalGender,BreedName,Borough,LicenseIssuedDate
OLIVER,M,Poodle Crossbreed,Manhattan,08/28/2016
OWEN ,M,Unknown,Manhattan,08/28/2016
PAISLEY,F,"Coonhound, Black and Tan",Queens,08/28/2016
PAMELA ,F,Chihuahua,Brooklyn,08/28/2016
PARKER,M,Labrador Retriever Crossbreed,Bronx,08/28/2016
PEP,M,Unknown,Brooklyn,08/28/2016
PEP,M,Unknown,Brooklyn,08/28/2016
PEPPER,M,Labrador Retriever Crossbreed,Bronx,08/28/2016
PEPPER,F,Terrier mix,Staten Island,08/28/2016
PICKLE,M,Unknown,Manhattan,08/28/2016
PINKMAN,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/28/2016
POPPY,F,Catahoula Leopard Dog,Brooklyn,08/28/2016
PRINCESS,F,Beagle Crossbreed,Queens,08/28/2016
RINGO,M,Basenji,Bronx,08/28/2016
ROCKS,M,Chow Chow,Manhattan,08/28/2016
ROCKY ,M,Siberian Husky,Queens,08/28/2016
ROCKY ,M,Shih Tzu,Bronx,08/28/2016
ROLY ,M,Chihuahua,Queens,08/28/2016
ROXY,F,Boston Terrier,Brooklyn,08/28/2016
ROXY ,F,Yorkshire Terrier,Manhattan,08/28/2016
RUBY,F,American Eskimo dog,Staten Island,08/28/2016
RUSSELL,M,Golden Retriever,Manhattan,08/28/2016
SASHA,F,Maltese,Brooklyn,08/28/2016
SINGH,M,Maltese,Manhattan,08/28/2016
SONDRA,F,Border Collie,Brooklyn,08/28/2016
SOPHIE,F,Unknown,Queens,08/28/2016
SOPHIE,F,Unknown,Queens,08/28/2016
SOPHIE ,F,Bassett Hound,Manhattan,08/28/2016
STANLEY,M,Cavalier King Charles Spaniel,Brooklyn,08/28/2016
STANLEY,M,Cavalier King Charles Spaniel,Brooklyn,08/28/2016
STELLA,F,Maltese,Manhattan,08/28/2016
TAZ,M,Canaan Dog,Manhattan,08/28/2016
TEDDY,F,Shih Tzu,Staten Island,08/28/2016
TEDDY ,M,Chihuahua,Queens,08/28/2016
TESSA,F,"Collie, Border",Manhattan,08/28/2016
TESSIE,F,Border Collie,Manhattan,08/28/2016
THEO,M,Shih Tzu Crossbreed,Queens,08/28/2016
TODDY ,M,Havanese,Manhattan,08/28/2016
TWINKIE,F,Golden Retriever,Brooklyn,08/28/2016
UNKNOWN,F,Yorkshire Terrier,Queens,08/28/2016
VIE,F,Maltipoo,Brooklyn,08/28/2016
VIVIENNE,F,American Pit Bull Mix / Pit Bull Mix,Bronx,08/28/2016
WALLY,M,American Eskimo dog,Staten Island,08/28/2016
WIDDLE ,F,Shih Tzu,Brooklyn,08/28/2016
YEYO,M,Boxer,Bronx,08/28/2016
YEYO,M,Boxer,Bronx,08/28/2016
ZEKE,M,Labrador Retriever Crossbreed,Staten Island,08/28/2016
ABBY,F,Shih Tzu,Staten Island,08/27/2016
ANGEL,F,Golden Retriever,Staten Island,08/27/2016
APOLLO,M,Cairn Terrier,Queens,08/27/2016
ASIA,F,Yorkshire Terrier Crossbreed,Manhattan,08/27/2016
AYUMI,F,Labrador Retriever Crossbreed,Brooklyn,08/27/2016
BABA,F,Shih Tzu,Staten Island,08/27/2016
BAILEY,M,Yorkshire Terrier,Manhattan,08/27/2016
BALOO,M,Cardigan Welsh Corgi,Manhattan,08/27/2016
BAXTER,M,German Shepherd Crossbreed,Brooklyn,08/27/2016
BENNY,M,Dachshund,Brooklyn,08/27/2016
BEPPE,M,Beagle,Staten Island,08/27/2016
BUDDY,M,Yorkshire Terrier,Manhattan,08/27/2016
BUTTER,M,Unknown,Manhattan,08/27/2016
CHANEL,F,Maltese,Queens,08/27/2016
CHESTER,M,Beagle,Bronx,08/27/2016
CHEWIE,M,Miniature Bull Terrier,Staten Island,08/27/2016
CUCHY ,M,Maltese,Bronx,08/27/2016
CYRUS,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/27/2016
DAKOTA,F,Unknown,Queens,08/27/2016
DELEO,F,Maltese,Staten Island,08/27/2016
DELUCA,M,Yorkshire Terrier,Manhattan,08/27/2016
DIVYA,F,German Shepherd Dog,Staten Island,08/27/2016
ECHO,M,Norfolk Terrier,Staten Island,08/27/2016
ELVIS,M,Pomeranian,Manhattan,08/27/2016
EMMA,F,French Bulldog,Manhattan,08/27/2016
FAITH ,F,Unknown,Bronx,08/27/2016
FINNLEY,M,Brittany,Manhattan,08/27/2016
FLEMING,F,Yorkshire Terrier,Queens,08/27/2016
FRANKIE,F,"Coonhound, Treeing Walker",Brooklyn,08/27/2016
FRANZ,M,Bichon Frise,Manhattan,08/27/2016
GHOST,F,Siberian Husky,Manhattan,08/27/2016
HUEY,M,Shiba Inu,Manhattan,08/27/2016
INDIANA ,F,American Pit Bull Terrier/Pit Bull,Queens,08/27/2016
INDIE,F,Shih Tzu,Manhattan,08/27/2016
JDAY,M,Yorkshire Terrier Crossbreed,Queens,08/27/2016
JESSIE ,F,Goldendoodle,Brooklyn,08/27/2016
KALE,M,Pomeranian Crossbreed,Bronx,08/27/2016
KLONDIKE ,F,Airedale Terrier,Staten Island,08/27/2016
LADY ,F,American Pit Bull Mix / Pit Bull Mix,Queens,08/27/2016
LANA,F,Chihuahua,Manhattan,08/27/2016
LILLY,F,Unknown,Brooklyn,08/27/2016
LILY ,F,Dachshund Crossbreed,Manhattan,08/27/2016
LION-O,M,Cocker Spaniel,Manhattan,08/27/2016
LOGAN,M,Shih Tzu,Brooklyn,08/27/2016
LOLA,F,"Poodle, Miniature",Queens,08/27/2016
LOLA,F,Labrador Retriever,Bronx,08/27/2016
LUCY,F,Basset Hound,Staten Island,08/27/2016
MARELY,M,Beagle,Bronx,08/27/2016
MAX,M,Silky Terrier,Staten Island,08/27/2016
MAYA,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,08/27/2016
MIA,F,Terrier mix,Manhattan,08/27/2016
MILO,M,Unknown,Brooklyn,08/27/2016
MILO ,F,Jack Russell Terrier,Bronx,08/27/2016
MURRAY ,M,Unknown,Brooklyn,08/27/2016
N ,F,Poodle Crossbreed,Bronx,08/27/2016
NAME NOT PROVIDED,M,Cavalier King Charles Spaniel,Queens,08/27/2016
NAME NOT PROVIDED,M,Shiba Inu,Queens,08/27/2016
NENSI,M,Shih Tzu,Queens,08/27/2016
NINJA,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/27/2016
NONAME,M,Chihuahua,Staten Island,08/27/2016
NUGGET,F,Airedale Terrier,Staten Island,08/27/2016
OLIVER,M,Labrador Retriever Crossbreed,Manhattan,08/27/2016
OREO,M,Unknown,Queens,08/27/2016
PABLO,M,Pug,Manhattan,08/27/2016
PADDY ,M,Wheaton Terrier,Manhattan,08/27/2016
PANCHO,M,Yorkshire Terrier,Brooklyn,08/27/2016
PINA,F,Unknown,Brooklyn,08/27/2016
PORSCHA,F,Shih Tzu Crossbreed,Brooklyn,08/27/2016
RAZOR,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/27/2016
RIKU ,M,Unknown,Manhattan,08/27/2016
RILEY,F,Poodle Crossbreed,Manhattan,08/27/2016
ROBERTO,M,Yorkshire Terrier,Brooklyn,08/27/2016
ROCKY ,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,08/27/2016
ROCKY ,M,American Pit Bull Mix / Pit Bull Mix,Bronx,08/27/2016
ROXY ,F,Maltese Crossbreed,Bronx,08/27/2016
SCOUT,F,Treeing Walker Coonhound,Staten Island,08/27/2016
SHALOM,M,Japanese Chin,Bronx,08/27/2016
SHANE,M,Shetland Sheepdog,Manhattan,08/27/2016
SHELBY ,F,Pomeranian,Bronx,08/27/2016
SHIRO ,M,Shiba Inu,Brooklyn,08/27/2016
SOFIA,F,Tibetan Spaniel,Manhattan,08/27/2016
SPAWN,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/27/2016
SPORT ,M,Pug,Queens,08/27/2016
STACK,M,American Pit Bull Terrier/Pit Bull,Bronx,08/27/2016
STELLA,F,Unknown,Queens,08/27/2016
TAZ,F,Unknown,Manhattan,08/27/2016
TUCKER,M,Unknown,Queens,08/27/2016
TYSON,M,American Pit Bull Terrier/Pit Bull,Queens,08/27/2016
UNKNOWN,F,Havanese,Brooklyn,08/27/2016
UNKNOWN,F,Rat Terrier,Brooklyn,08/27/2016
UNKNOWN,M,Shih Tzu,Manhattan,08/27/2016
UNKNOWN,M,Maltese Crossbreed,Brooklyn,08/27/2016
UNKNOWN,M,Havanese,Brooklyn,08/27/2016
WALLY,M,Keeshond,Bronx,08/27/2016
ZEUS,M,Yorkshire Terrier,Queens,08/27/2016
ALFIE,M,Shih Tzu,Manhattan,08/26/2016
ARCHER,M,Shiba Inu,Manhattan,08/26/2016
ARJUNA,M,Labrador Retriever Crossbreed,Brooklyn,08/26/2016
BACON,M,Staffordshire Bull Terrier,Brooklyn,08/26/2016
BELLA,F,Labrador Retriever,Bronx,08/26/2016
BELLA,F,Unknown,Staten Island,08/26/2016
BETTY,F,Jack Russell Terrier,Manhattan,08/26/2016
BIRDIE,F,Labrador Retriever,Manhattan,08/26/2016
BLACKWOOD ,F,Maltese,Brooklyn,08/26/2016
BOLIN,M,Miniature Pinscher,Queens,08/26/2016
BRIGGS,M,Cavalier King Charles Spaniel,Manhattan,08/26/2016
BRODBECK,F,Maltese,Manhattan,08/26/2016
BRODIE,M,Unknown,Queens,08/26/2016
BUDDY,M,German Shepherd Dog,Brooklyn,08/26/2016
BUNNY,F,Dachshund,Manhattan,08/26/2016
CASEY ,F,Unknown,Bronx,08/26/2016
CHAPO,M,Terrier mix,South Richmond Hil,08/26/2016
CHARLIE,F,Beagle,Brooklyn,08/26/2016
CHARLIE,M,Beagle Crossbreed,Manhattan,08/26/2016
CHARLIE,M,Labrador Retriever Crossbreed,Manhattan,08/26/2016
CHELO,M,Yorkshire Terrier,Queens,08/26/2016
CHELSEI,F,Yorkshire Terrier Crossbreed,Queens,08/26/2016
CHEWIE,M,Yorkshire Terrier,Manhattan,08/26/2016
CHICO,M,American Pit Bull Terrier/Pit Bull,Bronx,08/26/2016
CHOCO,M,Labrador Retriever,Bronx,08/26/2016
CHUCK ,M,Poodle,Manhattan,08/26/2016
COCOBERRY,F,"Poodle, Toy",Brooklyn,08/26/2016
CODY,F,Border Collie,Manhattan,08/26/2016
CROUTON,M,Coton de Tulear,Manhattan,08/26/2016
DAISY,F,American Pit Bull Terrier/Pit Bull,Manhattan,08/26/2016
DAISY-ANN ,F,Chihuahua,Queens,08/26/2016
DAPHNE,F,Unknown,Manhattan,08/26/2016
DILETTA,F,Unknown,Manhattan,08/26/2016
DIXIE,F,Labrador Retriever,Manhattan,08/26/2016
DIZZY,M,Shih Tzu,Queens,08/26/2016
DONATELLA,F,Chihuahua,Manhattan,08/26/2016
EEVEE,F,Pomeranian,Manhattan,08/26/2016
EEVEE,F,Pomeranian,Manhattan,08/26/2016
EGYPT,F,American Pit Bull Terrier/Pit Bull,Brooklyn,08/26/2016
EMMA,F,Maltese Crossbreed,Bronx,08/26/2016
EMMY,F,Papillon,Manhattan,08/26/2016
FRANKIE ,M,Bichon Frise,Staten Island,08/26/2016
FREDO ,M,"Bull Dog, French",Brooklyn,08/26/2016
GAGE,M,Canaan Dog,Bronx,08/26/2016
GOLDIE,M,Shih Tzu,Brooklyn,08/26/2016
GRACE,F,Shih Tzu,Bronx,08/26/2016
GYPSY,F,American Pit Bull Terrier/Pit Bull,Brooklyn,08/26/2016
HAPPY,F,Chihuahua,Bronx,08/26/2016
HARRY,M,Shih Tzu,Brooklyn,08/26/2016
HAZEL,M,Shih Tzu,Bronx,08/26/2016
HAZEL,F,Border Collie Crossbreed,Staten Island,08/26/2016
HUGO,M,Poodle Crossbreed,Manhattan,08/26/2016
HULA,F,Beagle,Staten Island,08/26/2016
HUXLEY,M,Unknown,Brooklyn,08/26/2016
IRIS,F,Terrier mix,Brooklyn,08/26/2016
JACKIE,F,Chihuahua,Manhattan,08/26/2016
JACKSON,M,English Cocker Spaniel,Brooklyn,08/26/2016
JAMIE,M,Chihuahua,Queens,08/26/2016
JASPER,M,Shih Tzu Crossbreed,Staten Island,08/26/2016
JAX,M,German Shepherd Dog,Staten Island,08/26/2016
JESSE,M,Shih Tzu Crossbreed,Manhattan,08/26/2016
JOJEE,F,Shih Tzu,Brooklyn,08/26/2016
KAIJU,M,Shih Tzu,Staten Island,08/26/2016
KAIJU,M,Shih Tzu,Staten Island,08/26/2016
KATO,M,Labrador Retriever,Brooklyn,08/26/2016
KYLIE,F,Silky Terrier,Bronx,08/26/2016
LAN,M,Rat Terrier,Brooklyn,08/26/2016
LEXIE,F,Labrador Retriever Crossbreed,Queens,08/26/2016
LISSI,F,Unknown,Brooklyn,08/26/2016
LOLA,F,Chihuahua,Queens,08/26/2016
LONNIE,M,Havanese,Queens,08/26/2016
LUCKY ,M,Bichon Frise,Manhattan,08/26/2016
LUCY,F,Shih Tzu,Manhattan,08/26/2016
LUNA,F,Beagle Crossbreed,Staten Island,08/26/2016
MADDY,F,Terrier Crossbreed,Brooklyn,08/26/2016
MAX,M,Unknown,Staten Island,08/26/2016
MAX,M,Shih Tzu Crossbreed,Bronx,08/26/2016
MAX,M,German Shepherd Dog,Queens,08/26/2016
MAX,M,Shih Tzu,Staten Island,08/26/2016
MAX,M,Chihuahua,Manhattan,08/26/2016
MAXX,M,Poodle,Bronx,08/26/2016
MEEP,F,Chihuahua Crossbreed,Manhattan,08/26/2016
MOCHA ,F,Labrador Retriever,Manhattan,08/26/2016
MOXIE,F,Catahoula Leopard Dog,Manhattan,08/26/2016
NA,M,German Shepherd Dog,Queens,08/26/2016
NAME NOT PROVIDED,M,Shih Tzu Crossbreed,Bronx,08/26/2016
NAME NOT PROVIDED,M,Yorkshire Terrier,Manhattan,08/26/2016
NAME NOT PROVIDED,M,Yorkshire Terrier,Queens,08/26/2016
NONE ,F,Morkie,Staten Island,08/26/2016
NUGGET,F,French Bulldog,Manhattan,08/26/2016
OLLIE,F,Vizsla,Brooklyn,08/26/2016
OLLIE,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/26/2016
OOPLA,F,Chihuahua,Manhattan,08/26/2016
PATRICK ,M,Unknown,Queens,08/26/2016
PEPPER,F,Rottweiler,Staten Island,08/26/2016
PFEFFER,F,"Schnauzer, Miniature",Brooklyn,08/26/2016
PIER,M,Boxer Crossbreed,Queens,08/26/2016
PIPPIN,M,Cavalier King Charles Spaniel,Manhattan,08/26/2016
PORCHA,F,Perro de Presa Canario,Bronx,08/26/2016
POUNDER,F,Pug Crossbreed,Manhattan,08/26/2016
PRINCE,M,Maltese,Queens,08/26/2016
PRINCESS,F,Shih Tzu,Queens,08/26/2016
RAFFI ,M,Labradoodle,Manhattan,08/26/2016
RAMBO,M,American Pit Bull Mix / Pit Bull Mix,Queens,08/26/2016
RAMI,F,Scottish Terrier,Manhattan,08/26/2016
ROCCO,M,American Pit Bull Mix / Pit Bull Mix,Bronx,08/26/2016
ROMEO,M,Shih Tzu,Staten Island,08/26/2016
ROOZ,M,"Poodle, Miniature",Manhattan,08/26/2016
RUBY,F,Bulldog,Manhattan,08/26/2016
RUBY,F,Rottweiler,Queens,08/26/2016
RUBY,F,Basset Hound,Queens,08/26/2016
RUFUS ,M,"Poodle, Standard",Bronx,08/26/2016
SAKE,M,Shiba Inu,Brooklyn,08/26/2016
SARAH ,F,"Collie, Border",Staten Island,08/26/2016
SHEBA,F,Labrador Retriever,Brooklyn,08/26/2016
SKY ,M,Maltese,Queens,08/26/2016
SONIC,M,Maltese Crossbreed,Brooklyn,08/26/2016
SONYA ,F,Cane Corso,Staten Island,08/26/2016
SYDNEY,F,German Shepherd Crossbreed,Brooklyn,08/26/2016
TEDDY,M,Yorkshire Terrier,Bronx,08/26/2016
TIMBER,M,Shiba Inu,Manhattan,08/26/2016
TOBY,M,Border Terrier,Manhattan,08/26/2016
TOBY,M,Shih Tzu Crossbreed,Manhattan,08/26/2016
TOBY,M,Shih Tzu Crossbreed,Manhattan,08/26/2016
TOBY,M,Shih Tzu,Queens,08/26/2016
TORINO,M,Maltese Crossbreed,Manhattan,08/26/2016
TYSON,M,Shih Tzu,Staten Island,08/26/2016
UNO,M,Unknown,Manhattan,08/26/2016
VALENTINO,M,Yorkshire Terrier,Staten Island,08/26/2016
VIPER ,M,American Pit Bull Terrier/Pit Bull,Manhattan,08/26/2016
WALLACE,M,Labrador Retriever,Manhattan,08/26/2016
WELSH ,M,Shih Tzu,Brooklyn,08/26/2016
WHISKEY,M,Miniature Pinscher,Bronx,08/26/2016
WILHELMINA ,F,"Bull Dog, French",Brooklyn,08/26/2016
WILLIE ,M,Yorkshire Terrier,Manhattan,08/26/2016
WOODY,M,Australian Shepherd,Staten Island,08/26/2016
ZEUS ,M,Brussels Griffon,Brooklyn,08/26/2016
ZOEY,F,Yorkshire Terrier Crossbreed,Queens,08/26/2016
ZOEY,F,Australian Shepherd,Queens,08/26/2016
ADDIE,M,Unknown,Bronx,08/25/2016
ALPHA,M,Pomeranian,Manhattan,08/25/2016
ANDY,M,"Poodle, Toy",Bronx,08/25/2016
ARCARO,F,Shih Tzu,Brooklyn,08/25/2016
ARCHER,M,Cardigan Welsh Corgi,Manhattan,08/25/2016
AURORA ,F,Yorkshire Terrier,Brooklyn,08/25/2016
BABY ,F,American Pit Bull Terrier/Pit Bull,Staten Island,08/25/2016
BASQUIAT(ORIGINALLY ,M,Unknown,Manhattan,08/25/2016
BEEFCAKE,M,Boston Terrier,Queens,08/25/2016
BELLA,F,American Pit Bull Mix / Pit Bull Mix,Queens,08/25/2016
BELLA,F,"Poodle, Standard",Staten Island,08/25/2016
BENJI,M,Silky Terrier,Staten Island,08/25/2016
BENJI,M,Miniature Pinscher,Bronx,08/25/2016
BETTY,F,Unknown,Manhattan,08/25/2016
BO,M,"Welsh Corgi, Pembroke",Staten Island,08/25/2016
BOB,M,Shih Tzu Crossbreed,Bronx,08/25/2016
BONNIE,F,Poodle Crossbreed,Manhattan,08/25/2016
BOOMER,F,Beagle,Manhattan,08/25/2016
BOSCO ,M,Labrador Retriever,Bronx,08/25/2016
BREWSTER,M,Labradoodle,Brooklyn,08/25/2016
BRODIE,M,Pomeranian,Manhattan,08/25/2016
BRUNELL,M,Australian Shepherd,Queens,08/25/2016
BRUNO,M,Beagle,Brooklyn,08/25/2016
BRUTUS,M,Boxer,Queens,08/25/2016
BUDDY,M,Shetland Sheepdog,Brooklyn,08/25/2016
BUDDY,M,Chihuahua Crossbreed,Brooklyn,08/25/2016
BUDDY ,M,"Poodle, Miniature",Staten Island,08/25/2016
BUSTER ,M,Unknown,Brooklyn,08/25/2016
CHAMP,F,Unknown,Brooklyn,08/25/2016
CHARLIE,M,Cocker Spaniel,Manhattan,08/25/2016
CHARLIE,M,Shih Tzu,Bronx,08/25/2016
CHASE,M,Cavalier King Charles Spaniel,Manhattan,08/25/2016
CHICKEN,M,Shih Tzu,Manhattan,08/25/2016
CICI ,F,Unknown,QUEENS,08/25/2016
COBY,M,Pekingese,Manhattan,08/25/2016
COCO,M,Yorkshire Terrier,Manhattan,08/25/2016
COMET,M,Pomeranian,Brooklyn,08/25/2016
CONDON,M,Shih Tzu,Staten Island,08/25/2016
COOPER,M,Unknown,QUEENS,08/25/2016
COOPER,M,Unknown,Manhattan,08/25/2016
COOPER,M,Tibetan Terrier,Manhattan,08/25/2016
DAISY ,F,Unknown,Queens,08/25/2016
DAISY ,F,Yorkshire Terrier,Queens,08/25/2016
DELILAH,F,American Pit Bull Terrier/Pit Bull,Queens,08/25/2016
DIAMOND,F,Chihuahua,Bronx,08/25/2016
DIAMOND,F,Chihuahua,Bronx,08/25/2016
DIAMOND ,F,Shih Tzu,Bronx,08/25/2016
DIEGO ,M,Yorkshire Terrier,Queens,08/25/2016
DOU ,F,Maltese,Queens,08/25/2016
DUCHESS,F,"Bull Dog, English",Queens,08/25/2016
EMMA,F,Maltipoo,Brooklyn,08/25/2016
FIRBY,M,Pekingese,Queens,08/25/2016
FIYERO ,M,Cairn Terrier,Manhattan,08/25/2016
FLORENTINE,F,American Pit Bull Mix / Pit Bull Mix,Bronx,08/25/2016
FOXIE ,F,Chihuahua,Queens,08/25/2016
FRANKIE ,F,Dachshund Smooth Coat Miniature,Manhattan,08/25/2016
GINGER,F,"Schnauzer, Miniature",Manhattan,08/25/2016
GOLDIE,F,Shih Tzu,Brooklyn,08/25/2016
GRACIE,F,Unknown,Brooklyn,08/25/2016
GRACIE,F,Basenji,Queens,08/25/2016
GUCCI ,M,Yorkshire Terrier,Staten Island,08/25/2016
HARPER,F,"Pointer, German Shorthaired",Manhattan,08/25/2016
HARPER,F,"Pointer, German Shorthaired",Manhattan,08/25/2016
HOBIE ,M,Unknown,Queens,08/25/2016
HODOR,M,Pug,Brooklyn,08/25/2016
HOLY ,M,Yorkshire Terrier,Queens,08/25/2016
HONEY,F,Chow Chow,Brooklyn,08/25/2016
HUGO,M,Portuguese Water Dog,Brooklyn,08/25/2016
INDIGO,F,"Poodle, Miniature",Brooklyn,08/25/2016
INDY ,M,Labrador Retriever,Manhattan,08/25/2016
ITCHY ,M,Unknown,Bronx,08/25/2016
IZZY,F,Pomeranian,Brooklyn,08/25/2016
JAKE,M,Unknown,Queens,08/25/2016
JAMESON,M,Dachshund,Brooklyn,08/25/2016
JIGGA ,F,Unknown,Brooklyn,08/25/2016
KABOOZE,M,Unknown,Bronx,08/25/2016
KENICKIE,M,Maltese,Manhattan,08/25/2016
KHAN,M,Chihuahua,Brooklyn,08/25/2016
LADY,F,Shih Tzu Crossbreed,Bronx,08/25/2016
LADY,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/25/2016
LADY ,F,Golden Retriever,Queens,08/25/2016
LADY ,F,Beagle,Manhattan,08/25/2016
LADY ,F,Lhasa Apso,Manhattan,08/25/2016
LEO,M,Unknown,QUEENS,08/25/2016
LEVIYEVA,M,Maltese,Brooklyn,08/25/2016
LISBON,F,Portuguese Water Dog,Brooklyn,08/25/2016
LOGAN,M,Shih Tzu Crossbreed,Manhattan,08/25/2016
LOLA ,F,Labrador Retriever Crossbreed,Manhattan,08/25/2016
LUCKY,M,German Shepherd Dog,Brooklyn,08/25/2016
LULU ,F,Golden Retriever,Brooklyn,08/25/2016
MALCOLM ,M,Unknown,Manhattan,08/25/2016
MARCELA,F,Unknown,Manhattan,08/25/2016
MARLEY,M,Unknown,Queens,08/25/2016
MATILDA,F,Shih Tzu,Manhattan,08/25/2016
MATILDA,F,"Bull Dog, English",Staten Island,08/25/2016
MAX,M,Yorkshire Terrier,Brooklyn,08/25/2016
MAX ,M,Maltese,Brooklyn,08/25/2016
MAXI ,F,Labrador Retriever Crossbreed,Queens,08/25/2016
MEILI,F,Labradoodle,Queens,08/25/2016
MELO ,F,American Staffordshire Terrier ,Manhattan,08/25/2016
MERROWS,F,American Pit Bull Terrier/Pit Bull,Brooklyn,08/25/2016
MIA ,F,Poodle,Queens,08/25/2016
MIDORI-SAN,M,Boston Terrier,Queens,08/25/2016
MIN,F,"Schnauzer, Miniature",Manhattan,08/25/2016
MISS ,F,Brussels Griffon,Manhattan,08/25/2016
MOLLY,F,"Bull Dog, English",Manhattan,08/25/2016
MOLLY,F,"Bull Dog, English",Manhattan,08/25/2016
MONTCLER,M,American Pit Bull Mix / Pit Bull Mix,Queens,08/25/2016
MURPHY,M,Unknown,Queens,08/25/2016
MURPHY,M,Unknown,Queens,08/25/2016
MYA ,F,German Shepherd Crossbreed,Brooklyn,08/25/2016
N.A.,M,French Bulldog,Queens,08/25/2016
NALA,F,Golden Retriever,Manhattan,08/25/2016
NICO,M,Yorkshire Terrier,Queens,08/25/2016
NO ,M,Maltese,Manhattan,08/25/2016
NUBIE,F,American Pit Bull Mix / Pit Bull Mix,Queens,08/25/2016
NYLA ,F,Jack Russell Terrier,Staten Island,08/25/2016
OLIVER ,M,Pug,Manhattan,08/25/2016
OLIVIA ,F,Labrador Retriever,Manhattan,08/25/2016
OREO,F,Yorkshire Terrier,Brooklyn,08/25/2016
OTIS,M,Rhodesian Ridgeback,Manhattan,08/25/2016
OUZO,F,Maltese,Queens,08/25/2016
PABLO,M,Yorkshire Terrier,Manhattan,08/25/2016
PANDA,M,Poodle Crossbreed,Brooklyn,08/25/2016
PARKER,F,Unknown,Queens,08/25/2016
PEANUT,M,Maltese,Queens,08/25/2016
PEANY ,M,Boston Terrier,Brooklyn,08/25/2016
PEPPER,F,Akita Crossbreed,Queens,08/25/2016
PICCOLO,M,Boston Terrier,Queens,08/25/2016
PRINCESS,F,Yorkshire Terrier,Bronx,08/25/2016
PUDDY,M,Havanese,Manhattan,08/25/2016
QUACKS,M,Havanese,Manhattan,08/25/2016
RAJA,F,"Collie, Rough Coat",Manhattan,08/25/2016
RAKKASAN,M,"Mastiff, Bull",Queens,08/25/2016
RALPHIE,M,Unknown,Queens,08/25/2016
RAMBO,M,Chihuahua,Queens,08/25/2016
REX,M,American Pit Bull Mix / Pit Bull Mix,Queens,08/25/2016
REYES,F,Yorkshire Terrier,Brooklyn,08/25/2016
RICK,M,Chihuahua,Brooklyn,08/25/2016
RIKER,F,Unknown,Manhattan,08/25/2016
RIPLEY,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,08/25/2016
RIPLEY,M,Black Russian Terrier,Manhattan,08/25/2016
RIVER,M,Golden Retriever,Manhattan,08/25/2016
ROCCO ,M,French Bulldog,Manhattan,08/25/2016
ROCKY,M,Shih Tzu Crossbreed,Staten Island,08/25/2016
ROCKY ,M,Unknown,Queens,08/25/2016
RORY ,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/25/2016
ROSEBUD ,F,Yorkshire Terrier,Manhattan,08/25/2016
ROSIE,F,Basenji,Queens,08/25/2016
RYDER,M,Shih Tzu Crossbreed,Manhattan,08/25/2016
SADIE,F,Brittany,Manhattan,08/25/2016
SARAH,F,English Setter,Queens,08/25/2016
SAYORA,M,Maltese,Brooklyn,08/25/2016
SESIL,M,French Bulldog,Manhattan,08/25/2016
SIN ,M,Pug,Queens,08/25/2016
SMOKY,M,"Schnauzer, Standard",Manhattan,08/25/2016
SNOWBALL,F,Maltese,Manhattan,08/25/2016
SONIC ,M,Yorkshire Terrier,Brooklyn,08/25/2016
SOPHIE,F,Poodle Crossbreed,Manhattan,08/25/2016
SPOCK,M,Great Dane,Brooklyn,08/25/2016
STANLEY,M,Miniature Schnauzer,Manhattan,08/25/2016
STELLA,F,Boston Terrier,Queens,08/25/2016
STICKERS,M,Labrador Retriever,Brooklyn,08/25/2016
STUART,M,Unknown,Manhattan,08/25/2016
SYDNEY,M,French Bulldog,Manhattan,08/25/2016
TEDDY,M,"Poodle, Miniature",Manhattan,08/25/2016
TEDDY ,M,Shih Tzu,Queens,08/25/2016
TOBIAS,M,Chihuahua,Brooklyn,08/25/2016
TOBIAS,M,Chihuahua,Brooklyn,08/25/2016
TOBY,M,Jack Russell Terrier,Manhattan,08/25/2016
TOTO,M,Maltese,Manhattan,08/25/2016
TRIXIE,F,Yorkshire Terrier,Bronx,08/25/2016
TWINKIE,F,"Welsh Corgi, Pembroke",Staten Island,08/25/2016
TYLER,M,Maltese,Manhattan,08/25/2016
UGO ,M,"Bull Dog, French",Manhattan,08/25/2016
UNKNOWN,M,Siberian Husky,Queens,08/25/2016
UNKNOWN,M,Havanese,Brooklyn,08/25/2016
VANYA,M,Brussels Griffon,Manhattan,08/25/2016
WALKER,M,Boxer,Brooklyn,08/25/2016
WELLINGTON ,M,Jack Russell Terrier,Manhattan,08/25/2016
WILLOW,F,Australian Shepherd,Manhattan,08/25/2016
WINSTON,M,Pembroke Welsh Corgi,Brooklyn,08/25/2016
ZOEY,F,Australian Shepherd,Brooklyn,08/25/2016
