AnimalName,AnimalGender,BreedName,Borough,LicenseIssuedDate
SHORTY,M,Yorkshire Terrier,Manhattan,08/31/2016
SHYLA ,F,Pekingese,Bronx,08/31/2016
SIMON,M,American Pit Bull Mix / Pit Bull Mix,Queens,08/31/2016
SMOKEY,M,Poodle Crossbreed,Queens,08/31/2016
SOPHIE,F,Yorkshire Terrier,Queens,08/31/2016
SOPHIE ,F,Cocker Spaniel,Brooklyn,08/31/2016
SOPHROSYNE ,F,Border Collie,Manhattan,08/31/2016
SPARKEY,M,Unknown,Queens,08/31/2016
SPARTAK,M,German Shepherd Dog,Brooklyn,08/31/2016
STELLA,F,Labrador Retriever,Brooklyn,08/31/2016
STORM,M,Siberian Husky,Brooklyn,08/31/2016
STORM,M,Weimaraner,Staten Island,08/31/2016
TED,M,Maltipoo,Manhattan,08/31/2016
TEDDI,F,"Poodle, Toy",Manhattan,08/31/2016
TEDDY ,M,Shih Tzu,Brooklyn,08/31/2016
TEDDY ,M,Maltese,Queens,08/31/2016
TEFFY ,F,Pekingese,Brooklyn,08/31/2016
TEINI,F,American Pit Bull Terrier/Pit Bull,Queens,08/31/2016
THOBIAS,M,"Schnauzer, Miniature",Queens,08/31/2016
TIFFANY ,F,Bichon Frise,BROOKLYN,08/31/2016
TOBY,M,Unknown,Manhattan,08/31/2016
TOMA,F,Shih Tzu Crossbreed,Queens,08/31/2016
TORO,M,Belgian Malinois,Manhattan,08/31/2016
TORTILLA,M,Unknown,Manhattan,08/31/2016
TOTO,M,Havanese,Queens,08/31/2016
TRACY,F,"Poodle, Standard",Manhattan,08/31/2016
TRIXIE ,F,Terrier mix,Brooklyn,08/31/2016
TROUBLE,M,Staffordshire Bull Terrier,Bronx,08/31/2016
UNKNOWN,F,Jack Russell Terrier,Brooklyn,08/31/2016
VENUS,F,Siberian Husky,Brooklyn,08/31/2016
WANDA ,F,Yorkshire Terrier,Brooklyn,08/31/2016
WATSON,M,Staffordshire Bull Terrier,Queens,08/31/2016
WEASLEY,M,Coton de Tulear,Manhattan,08/31/2016
XIOMARA,F,Beagle Crossbreed,Manhattan,08/31/2016
YAHOO ,M,Greyhound,Manhattan,08/31/2016
YOGI ,M,Unknown,Manhattan,08/31/2016
ZITA ,F,Unknown,Manhattan,08/31/2016
ABIGAIL,F,Pekingese,Queens,08/30/2016
AMBER,F,Brittany Spaniel,Queens,08/30/2016
ANGEL,F,Labrador Retriever Crossbreed,Manhattan,08/30/2016
APOTHIC,M,Staffordshire Bull Terrier,Brooklyn,08/30/2016
APRIL,F,Unknown,Brooklyn,08/30/2016
ARIEL ,F,Maltese Crossbreed,Queens,08/30/2016
ARYA ,F,Siberian Husky,Queens,08/30/2016
ASHLEY,F,Unknown,Queens,08/30/2016
ATHENA,F,Dutch Shepherd,Manhattan,08/30/2016
BABY,F,Beagle,Queens,08/30/2016
BASIL,M,"Poodle, Miniature",Manhattan,08/30/2016
BEAU,M,Havanese,Manhattan,08/30/2016
BECCA,F,Border Collie Crossbreed,Manhattan,08/30/2016
BELLA ,F,"Shar-Pei, Chinese",Brooklyn,08/30/2016
BELLAH,F,Yorkshire Terrier Crossbreed,Manhattan,08/30/2016
BENJI,M,Boston Terrier,Bronx,08/30/2016
BENTLEY,M,Chihuahua,Brooklyn,08/30/2016
BESSIE,F,French Bulldog,Manhattan,08/30/2016
BETTY,F,Cairn Terrier,Manhattan,08/30/2016
BLUE,M,Unknown,Brooklyn,08/30/2016
BOB,M,Yorkshire Terrier,Bronx,08/30/2016
BRODY,M,Siberian Husky,Queens,08/30/2016
BRODY,M,Unknown,Brooklyn,08/30/2016
BUCKINGHAM,M,Belgian Sheepdog,Bronx,08/30/2016
BUDDY,M,Poodle Crossbreed,Manhattan,08/30/2016
BUDDY,M,Labrador Retriever,Manhattan,08/30/2016
BUDDY ,M,Yorkshire Terrier,Queens,08/30/2016
BUDDY ,M,Labrador Retriever,Queens,08/30/2016
BUTTER,F,Yorkshire Terrier,Manhattan,08/30/2016
CARLSBERG,F,Beagle Crossbreed,Manhattan,08/30/2016
CASTRO ,M,Havanese,Staten Island,08/30/2016
CHARLIE,M,Unknown,Brooklyn,08/30/2016
CHEWIE,M,Golden Retriever,Manhattan,08/30/2016
CHOCO,M,Yorkshire Terrier,Brooklyn,08/30/2016
CLANCY,M,Boston Terrier,Brooklyn,08/30/2016
CLOEY,F,Labrador Retriever,Staten Island,08/30/2016
CLYDE,M,"Poodle, Standard",Brooklyn,08/30/2016
COCOA ,F,Yorkshire Terrier,Bronx,08/30/2016
CODY ,M,Rottweiler Crossbreed,Queens,08/30/2016
COOPER,M,Pug,Queens,08/30/2016
COQUI ,F,Unknown,Queens,08/30/2016
COSMO,M,Havanese,Queens,08/30/2016
DAISY,F,American Eskimo dog,Manhattan,08/30/2016
DAISY ,F,Labrador Retriever,Manhattan,08/30/2016
DAVEY,M,Chihuahua,Manhattan,08/30/2016
DELLILIAH,F,Yorkshire Terrier Crossbreed,Staten Island,08/30/2016
DUDLEY ,M,"Bull Dog, French",Manhattan,08/30/2016
DUSTY,M,Pomeranian,Brooklyn,08/30/2016
EAN,M,Unknown,Brooklyn,08/30/2016
FINI,F,Rat Terrier,Manhattan,08/30/2016
FLUFFY,M,Maltese,Manhattan,08/30/2016
FRITZ,M,Unknown,Manhattan,08/30/2016
GATSBY ,M,Yorkshire Terrier Crossbreed,Queens,08/30/2016
GINGER,F,Unknown,Queens,08/30/2016
GINGER,F,Spinone Italiano,Brooklyn,08/30/2016
GINGER,F,Havanese,Manhattan,08/30/2016
GINGER,F,Maltipoo,Manhattan,08/30/2016
GINGER ,F,Spinone Italiano,Brooklyn,08/30/2016
GIOVANNIS,M,Yorkshire Terrier,Manhattan,08/30/2016
GOOD ,F,Boston Terrier,Brooklyn,08/30/2016
GULLIVER,M,Jack Russell Terrier,Manhattan,08/30/2016
GUNNER ,M,Siberian Husky,Queens,08/30/2016
HAPPY ,F,Jack Russell Terrier,Brooklyn,08/30/2016
HU,F,Yorkshire Terrier,Brooklyn,08/30/2016
JACK,M,Jack Russell Terrier,Brooklyn,08/30/2016
JASON ,M,Beagle Crossbreed,Manhattan,08/30/2016
JEFFY,M,Australian Shepherd,Bronx,08/30/2016
JEMMA,F,Beagle,Manhattan,08/30/2016
JET,M,Labrador Retriever Crossbreed,Bronx,08/30/2016
JOEY,M,Shih Tzu,Manhattan,08/30/2016
KARA ,F,Maltese,Queens,08/30/2016
KATTY,F,Dachshund Crossbreed,Queens,08/30/2016
KIBBLES,M,Terrier Crossbreed,Brooklyn,08/30/2016
KIM,M,Japanese Chin/Spaniel,Manhattan,08/30/2016
KIMBA,M,Border Collie,Staten Island,08/30/2016
LADY,F,"Poodle, Standard",Bronx,08/30/2016
LEXI,F,Maltese Crossbreed,Bronx,08/30/2016
LEYLA ,F,Miniature Schnauzer,Queens,08/30/2016
LIEUTENANT ,M,Terrier mix,Brooklyn,08/30/2016
LILY,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/30/2016
LILY ,F,Maltese,Brooklyn,08/30/2016
LOLA,F,Yorkshire Terrier,Brooklyn,08/30/2016
LOLA,F,Jack Russell Terrier,Manhattan,08/30/2016
LOLA,F,Cocker Spaniel,Staten Island,08/30/2016
LUCKY,M,"Poodle, Miniature",Bronx,08/30/2016
LUCKY,M,Parson Russell Terrier,Queens,08/30/2016
LUCKY ,M,Unknown,Manhattan,08/30/2016
LUCKY ,M,Shiba Inu,Staten Island,08/30/2016
LUIGI,M,Chihuahua,Bronx,08/30/2016
LULA,F,Boston Terrier,Manhattan,08/30/2016
LUNA,F,Siberian Husky,Manhattan,08/30/2016
LUNA,F,Labrador Retriever Crossbreed,Staten Island,08/30/2016
MADDIE ,F,"Poodle, Miniature",Manhattan,08/30/2016
MAGGIE ,F,Bichon Frise,STATEN IS,08/30/2016
MARCELINE ,F,American Pit Bull Mix / Pit Bull Mix,Bronx,08/30/2016
MAX,M,Yorkshire Terrier,Manhattan,08/30/2016
MAX,M,Shiba Inu,Queens,08/30/2016
MAX,M,"Collie, Border",Queens,08/30/2016
MAYBLE,F,Golden Retriever,Brooklyn,08/30/2016
MIA,F,Shih Tzu,Brooklyn,08/30/2016
MILO,M,Yorkshire Terrier,Manhattan,08/30/2016
MILO,M,Shih Tzu,Manhattan,08/30/2016
MILO,M,Rat Terrier,Brooklyn,08/30/2016
MILO ,M,German Shepherd Crossbreed,Queens,08/30/2016
MILO ,M,Poodle,Queens,08/30/2016
MINDY,F,Dogue de Bordeaux,Manhattan,08/30/2016
MOA,F,Chihuahua,Brooklyn,08/30/2016
MONTY,M,Chihuahua,Manhattan,08/30/2016
MONTY,M,Chihuahua,Manhattan,08/30/2016
MR. ,M,Maltese,Manhattan,08/30/2016
MR. ,M,Chihuahua,Manhattan,08/30/2016
MUGSEY,M,Lhasa Apso,Manhattan,08/30/2016
NACHO,F,Chihuahua,Bronx,08/30/2016
NALA,F,Shih Tzu,Brooklyn,08/30/2016
NAME NOT PROVIDED,F,Yorkshire Terrier,Manhattan,08/30/2016
NASH,M,Labrador Retriever,Brooklyn,08/30/2016
NEMO,M,American Eskimo dog,Brooklyn,08/30/2016
NEWMAN,M,Terrier mix,Brooklyn,08/30/2016
NICO,M,Terrier mix,Brooklyn,08/30/2016
NIGEL ,M,Cocker Spaniel,Queens,08/30/2016
NIKKI ,F,Yorkshire Terrier,STATEN IS,08/30/2016
NIONIO ,M,Yorkshire Terrier,Queens,08/30/2016
OCEAN ,M,Yorkshire Terrier Crossbreed,Bronx,08/30/2016
ONYX,M,Labrador Retriever,Brooklyn,08/30/2016
OREO,M,Shih Tzu,Queens,08/30/2016
OREO,F,Terrier mix,Brooklyn,08/30/2016
OREO ,F,French Bulldog,Manhattan,08/30/2016
ORIO,M,Shih Tzu,Bronx,08/30/2016
ORION,M,Golden Retriever,Manhattan,08/30/2016
ORION,M,Beagle,Staten Island,08/30/2016
OZZIE,M,Shih Tzu,Manhattan,08/30/2016
PENNY,F,Beagle,Brooklyn,08/30/2016
PHINEAS ,M,Labrador Retriever,Brooklyn,08/30/2016
PHOEBE,F,Shetland Sheepdog,Staten Island,08/30/2016
PINKY,F,Jack Russell Terrier,Staten Island,08/30/2016
PISCO,M,Beagle,Queens,08/30/2016
RAGS ,M,Unknown,Staten Island,08/30/2016
REKA ,F,Golden Retriever,Queens,08/30/2016
REMI,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,08/30/2016
RILEY,M,"Poodle, Miniature",Manhattan,08/30/2016
ROCCO,M,Pekingese,Queens,08/30/2016
ROCKY,M,Jack Russell Terrier,Queens,08/30/2016
ROCKY,M,Beagle,Brooklyn,08/30/2016
ROCKY ,M,Yorkshire Terrier,Queens,08/30/2016
ROSIE,F,Poodle,Manhattan,08/30/2016
RUBY,F,Chihuahua Crossbreed,Brooklyn,08/30/2016
RYLEE,F,Siberian Husky,Manhattan,08/30/2016
SAM,F,German Shepherd Dog,Brooklyn,08/30/2016
SAMANTHA,F,Unknown,Brooklyn,08/30/2016
SASHA,F,German Shepherd Crossbreed,Manhattan,08/30/2016
SASHA,F,Unknown,Staten Island,08/30/2016
SASHA,F,Labrador Retriever,Bronx,08/30/2016
SAVANNAH,F,Golden Retriever,Brooklyn,08/30/2016
SCOTTY,M,Maltese,Queens,08/30/2016
SHEBA ,F,German Shepherd Crossbreed,Queens,08/30/2016
SILKY,F,Yorkshire Terrier,Brooklyn,08/30/2016
SMITH,M,"Bull Dog, English",Brooklyn,08/30/2016
SNICKERS,F,Unknown,Queens,08/30/2016
SNICKERS,M,Unknown,Staten Island,08/30/2016
SOFIE ,F,Unknown,Brooklyn,08/30/2016
SPARKY,M,Unknown,Queens,08/30/2016
SPENCER,M,Chihuahua Crossbreed,Manhattan,08/30/2016
SPIKE,M,Yorkshire Terrier,Brooklyn,08/30/2016
SPYKE,M,Jack Russell Terrier,Queens,08/30/2016
STANLEY,M,"Mastiff, French (Dogue de Bordeaux)",Staten Island,08/30/2016
STAR,F,Shih Tzu,Brooklyn,08/30/2016
STELLA,F,"Poodle, Standard",Staten Island,08/30/2016
STORM,M,Unknown,Brooklyn,08/30/2016
SUBJECTIVITY,M,American Pit Bull Terrier/Pit Bull,Manhattan,08/30/2016
SUKI,F,Rottweiler,Staten Island,08/30/2016
SUSHI,M,Shih Tzu,Staten Island,08/30/2016
SWEEPEA ,F,Chihuahua,Brooklyn,08/30/2016
TAHINI,F,American Pit Bull Terrier/Pit Bull,Brooklyn,08/30/2016
TANGY,M,Yorkshire Terrier,Brooklyn,08/30/2016
TANGY,M,Yorkshire Terrier,Brooklyn,08/30/2016
TEDDY ,M,Unknown,Manhattan,08/30/2016
THOR,M,Beagle,Manhattan,08/30/2016
TIGGER,M,Maltese,Brooklyn,08/30/2016
TIN ,M,Yorkshire Terrier,Manhattan,08/30/2016
TIPSEY,M,Unknown,Queens,08/30/2016
TOPPER ,M,Shetland Sheepdog,Manhattan,08/30/2016
TRISS ,F,Golden Retriever,Brooklyn,08/30/2016
TWIX,M,Pembroke Welsh Corgi,Brooklyn,08/30/2016
TY,M,Labrador Retriever,Queens,08/30/2016
VINNY,M,Dachshund Smooth Coat Miniature,Queens,08/30/2016
WILLIE,M,Yorkshire Terrier,Queens,08/30/2016
XACHA,F,Shih Tzu,Brooklyn,08/30/2016
YOSSARIAN,M,Unknown,Manhattan,08/30/2016
ZEUS ,M,Labrador Retriever,Queens,08/30/2016
ZOEY,F,Golden Retriever,Brooklyn,08/30/2016
ADDIE,F,Labrador Retriever,Manhattan,08/29/2016
AGATHOR ,F,Irish Wolfhound,Bronx,08/29/2016
ALBUS,M,Treeing Walker Coonhound,Brooklyn,08/29/2016
ALFONSO,M,Chinese Shar-Pei,Queens,08/29/2016
APOLLO,M,"Shar-Pei, Chinese",Staten Island,08/29/2016
ARCHER,M,Terrier mix,Queens,08/29/2016
ATTICUS ,M,Havanese,Manhattan,08/29/2016
BABY ,M,Basenji,Brooklyn,08/29/2016
BANANA,F,Maltese,Manhattan,08/29/2016
BAYTOBIN,M,Rat Terrier,Queens,08/29/2016
BELLA,F,American Pit Bull Terrier/Pit Bull,Queens,08/29/2016
BEN,M,Cocker Spaniel,Manhattan,08/29/2016
BENSON,M,Weimaraner,Manhattan,08/29/2016
BENTLEY ,M,Maltese,Brooklyn,08/29/2016
BETTY,F,Beagle,Brooklyn,08/29/2016
BINKY,F,Maltese,Manhattan,08/29/2016
BOBBY,M,Dachshund Crossbreed,Brooklyn,08/29/2016
BOMI ,F,Shih Tzu,Queens,08/29/2016
BOOMER,M,Yorkshire Terrier,Staten Island,08/29/2016
BOSCO,M,Australian Shepherd,Staten Island,08/29/2016
BRINKLEY,M,Labrador Retriever,Manhattan,08/29/2016
BUDDHA ,M,American Pit Bull Terrier/Pit Bull,Staten Island,08/29/2016
BUDDY,M,Chihuahua,Queens,08/29/2016
BUDDY ,M,Labradoodle,Brooklyn,08/29/2016
CALI,F,Vizsla,Staten Island,08/29/2016
CARLA,F,Chihuahua Crossbreed,Manhattan,08/29/2016
CHACO ,M,German Shepherd Crossbreed,Bronx,08/29/2016
CHARLIE,M,Yorkshire Terrier,Staten Island,08/29/2016
CHARLIE ,M,Havanese,Manhattan,08/29/2016
CHARLIE ,M,Shih Tzu,Queens,08/29/2016
CHICO,M,Chihuahua Crossbreed,Manhattan,08/29/2016
CHIQUITA,F,Maltese,Brooklyn,08/29/2016
CHIQUITA ,F,Chihuahua,Manhattan,08/29/2016
CHLOE,F,French Bulldog,Brooklyn,08/29/2016
CHLOE,F,Unknown,Brooklyn,08/29/2016
CLIO,F,Shiba Inu,Queens,08/29/2016
COCOA,F,Unknown,Brooklyn,08/29/2016
CODY,M,Bichon Frise,Bronx,08/29/2016
COLEY,F,Chihuahua,Brooklyn,08/29/2016
DAG ,M,Greyhound,Queens,08/29/2016
DAISY ,F,Yorkshire Terrier,Brooklyn,08/29/2016
DIAMOND,M,Siberian Husky,Manhattan,08/29/2016
DOLLAR,F,Unknown,Queens,08/29/2016
DUNCAN,M,Unknown,Manhattan,08/29/2016
ECHO,M,Labrador Retriever,Brooklyn,08/29/2016
EDDIE,M,Beagle,Queens,08/29/2016
EDIE,F,Pug,Queens,08/29/2016
EENIE,F,Shih Tzu,Brooklyn,08/29/2016
ELLA,F,Cavalier King Charles Spaniel,Manhattan,08/29/2016
ESME,F,Unknown,Manhattan,08/29/2016
FLUFFY,F,Shih Tzu,Manhattan,08/29/2016
FRANCESCA,F,Rhodesian Ridgeback,Manhattan,08/29/2016
FRANKLIN ,F,Pug,Manhattan,08/29/2016
GIA,F,Yorkshire Terrier,Queens,08/29/2016
GINGER,F,Beagle,Manhattan,08/29/2016
HALLEY,F,"Schnauzer, Miniature",Brooklyn,08/29/2016
HERSHEY,F,Labrador Retriever,Queens,08/29/2016
HONEY,F,Brussels Griffon,Manhattan,08/29/2016
INDIA,F,Unknown,Manhattan,08/29/2016
IVORY,M,Maltese,Bronx,08/29/2016
JACK,M,Shih Tzu,Manhattan,08/29/2016
JAKE ,M,Unknown,Manhattan,08/29/2016
JAKE ,M,Unknown,Manhattan,08/29/2016
JESSE,M,Shih Tzu,Manhattan,08/29/2016
JESSIE ,M,Chihuahua,Queens,08/29/2016
JUSTIN,M,Staffordshire Bull Terrier,Manhattan,08/29/2016
JUSTIN,M,Staffordshire Bull Terrier,Manhattan,08/29/2016
KAKIE ,F,Unknown,Queens,08/29/2016
KASH,M,Shiba Inu,Manhattan,08/29/2016
KHAN,M,Chow Chow,Manhattan,08/29/2016
LAYLA,F,Unknown,Queens,08/29/2016
LEEROY,M,Yorkshire Terrier,Brooklyn,08/29/2016
LEO,M,Unknown,Brooklyn,08/29/2016
LEXIE,F,Unknown,Brooklyn,08/29/2016
LEXUS,F,Beagle,Brooklyn,08/29/2016
LEXUS,M,Unknown,Manhattan,08/29/2016
LOKI,F,Jack Russell Terrier,Bronx,08/29/2016
LOLA,F,Parson Russell Terrier,Bronx,08/29/2016
LOLA,F,Maltipoo,Brooklyn,08/29/2016
LOUIE ,M,Chihuahua,Manhattan,08/29/2016
LUCIANNA,F,Yorkshire Terrier,Staten Island,08/29/2016
LUCKY ,M,Maltese,Bronx,08/29/2016
LUCY ,F,Unknown,Bronx,08/29/2016
LUCY ,F,Bichon Frise,Manhattan,08/29/2016
LULU,F,Yorkshire Terrier,Queens,08/29/2016
LUNA,F,Terrier mix,Brooklyn,08/29/2016
LUNA,F,Australian Shepherd,Manhattan,08/29/2016
MAGGIE,F,"Bull Dog, English",Manhattan,08/29/2016
MAX,M,Shih Tzu,Queens,08/29/2016
MAX,M,Yorkshire Terrier,Bronx,08/29/2016
MAX,M,Chihuahua Crossbreed,Brooklyn,08/29/2016
MEDINA,F,Shih Tzu,Manhattan,08/29/2016
MEL,F,Shih Tzu,Manhattan,08/29/2016
MEMPHIS,M,Siberian Husky,Manhattan,08/29/2016
MERLIN,M,"Schnauzer, Miniature",Manhattan,08/29/2016
MILO,M,Shih Tzu,Brooklyn,08/29/2016
MING,M,Shih Tzu,Manhattan,08/29/2016
MISHKA,F,Shiba Inu,Brooklyn,08/29/2016
MONTANA ,F,Bernese Mountain Dog,Manhattan,08/29/2016
MOOKIE,M,Labrador Retriever,Queens,08/29/2016
MOONPIE,F,Basenji,Brooklyn,08/29/2016
MOOSE,M,Bernese Mountain Dog,Manhattan,08/29/2016
MOYO,M,Labrador Retriever,Manhattan,08/29/2016
NAME,F,Beagle Crossbreed,Brooklyn,08/29/2016
NAME,F,Shih Tzu Crossbreed,Brooklyn,08/29/2016
NAME,M,Shih Tzu,Brooklyn,08/29/2016
NAME,M,Yorkshire Terrier,Brooklyn,08/29/2016
NAME NOT PROVIDED,M,Yorkshire Terrier,Manhattan,08/29/2016
NAME NOT PROVIDED,M,Puggle,Staten Island,08/29/2016
NINO,M,American Pit Bull Mix / Pit Bull Mix,Bronx,08/29/2016
OLIVE,F,Whippet,Manhattan,08/29/2016
OOGIE,M,Cocker Spaniel,Bronx,08/29/2016
PATCHES,F,Unknown,Staten Island,08/29/2016
PATSY,F,Portuguese Water Dog,Manhattan,08/29/2016
PAYDAY,M,Shih Tzu,Queens,08/29/2016
PEANUT,M,Chihuahua,Manhattan,08/29/2016
PEBBLES,F,Beagle,Brooklyn,08/29/2016
PIPER,F,"Collie, Rough Coat",Manhattan,08/29/2016
PIPPI ,F,Golden Retriever,Brooklyn,08/29/2016
PRECIOUS,F,"Poodle, Toy",Bronx,08/29/2016
REGO,F,"Schnauzer, Miniature",Staten Island,08/29/2016
RIPLEY,F,Norfolk Terrier,Manhattan,08/29/2016
ROCCO,M,Puggle,Staten Island,08/29/2016
ROCKY,M,Puggle,Queens,08/29/2016
ROSCOE,M,Golden Retriever,Queens,08/29/2016
ROSE,F,Wheaton Terrier,Bronx,08/29/2016
ROSIE,F,Chihuahua,Manhattan,08/29/2016
SADIE,F,Cavalier King Charles Spaniel,Manhattan,08/29/2016
SADIE ,F,Maltese,Brooklyn,08/29/2016
SAM,M,Australian Cattledog,Manhattan,08/29/2016
SASHA,F,"Bull Dog, English",Queens,08/29/2016
SCALLOP,F,Basset Hound,Brooklyn,08/29/2016
SEA ,M,Jack Russell Terrier,Staten Island,08/29/2016
SHIRO,M,Bichon Frise,Queens,08/29/2016
SILVER,F,Wheaton Terrier,Manhattan,08/29/2016
SIMON,M,Bull Terrier,Brooklyn,08/29/2016
SKITTLES,M,Pointer,Queens,08/29/2016
SMUCKERS,F,American Pit Bull Terrier/Pit Bull,Manhattan,08/29/2016
SNOOPY,M,Havanese,Manhattan,08/29/2016
SNOWY,F,American Eskimo dog,Bronx,08/29/2016
SOOKIE,F,"Pointer, German Shorthaired",Brooklyn,08/29/2016
STELLA,F,Maltese Crossbreed,Queens,08/29/2016
STELLA,F,Boston Terrier,Queens,08/29/2016
TAMPA,F,American Pit Bull Terrier/Pit Bull,Manhattan,08/29/2016
THUNDER,M,Miniature Pinscher,Manhattan,08/29/2016
TOBIAS ,M,Shih Tzu Crossbreed,Brooklyn,08/29/2016
TOE-TOE,F,German Shepherd Dog,Brooklyn,08/29/2016
TOSHA,M,Goldendoodle,Queens,08/29/2016
TRIXIE,F,Labradoodle,Brooklyn,08/29/2016
UBALDO ,M,"Dachshund, Wirehaired",Manhattan,08/29/2016
UNKNOWN,F,Boxer,Manhattan,08/29/2016
UNKNOWN,F,Shih Tzu Crossbreed,Manhattan,08/29/2016
UNKNOWN,F,Yorkshire Terrier,Manhattan,08/29/2016
UNKNOWN,M,Poodle Crossbreed,Brooklyn,08/29/2016
UNKNOWN,M,Miniature American Shepherd,Manhattan,08/29/2016
UNKNOWN,M,Morkie,Manhattan,08/29/2016
VATROUSCHKA,F,Jack Russell Terrier,Manhattan,08/29/2016
VINCE ,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,08/29/2016
WALDORF,M,Havanese,Manhattan,08/29/2016
WILLIE,M,Labrador Retriever,Staten Island,08/29/2016
WYATT,M,Labrador Retriever,Manhattan,08/29/2016
YEP ,F,Canaan Dog,Brooklyn,08/29/2016
ABBY,F,Dachshund Smooth Coat,Manhattan,08/28/2016
ACE,M,Rottweiler,Queens,08/28/2016
AMAZING ,F,Unknown,Brooklyn,08/28/2016
ANGUS,M,Labrador Retriever,Manhattan,08/28/2016
APPLE,F,"Poodle, Toy",Brooklyn,08/28/2016
ARLEE,M,Labrador Retriever,Bronx,08/28/2016
ARROW,F,Dachshund Smooth Coat,Brooklyn,08/28/2016
AURELIA,F,Goldendoodle,Staten Island,08/28/2016
BABY ,F,Chihuahua,Queens,08/28/2016
BELLA,F,"Mastiff, Neapolitan",Queens,08/28/2016
BENTLEY,M,Chihuahua,Manhattan,08/28/2016
BILLIE,F,Labrador Retriever Crossbreed,Brooklyn,08/28/2016
BOSSY,M,Shih Tzu,Brooklyn,08/28/2016
BRADY,M,Cavalier King Charles Spaniel,Queens,08/28/2016
BUBBA ,M,Chihuahua,Queens,08/28/2016
CAPTAIN ,M,"Bull Dog, English",Manhattan,08/28/2016
CARLY,F,Maltese,Manhattan,08/28/2016
CASEY,M,Unknown,Manhattan,08/28/2016
CHANEL,F,Silky Terrier,Queens,08/28/2016
CHARLIE ,M,Shih Tzu,Brooklyn,08/28/2016
CHESTER,M,Maltese,Bronx,08/28/2016
CHEWIE,M,Yorkshire Terrier,Brooklyn,08/28/2016
CHEWIE ,F,"Poodle, Miniature",Manhattan,08/28/2016
COCO,F,Unknown,Staten Island,08/28/2016
COOKIE,F,Chihuahua,Queens,08/28/2016
COOPER,M,Shih Tzu Crossbreed,Manhattan,08/28/2016
DONNIE,M,Yorkshire Terrier,Brooklyn,08/28/2016
EEVEE,F,Pomeranian,Brooklyn,08/28/2016
EFES,M,Beagle,Queens,08/28/2016
ELSA,F,Airedale Terrier,Staten Island,08/28/2016
ELSIE,F,Pointer,Staten Island,08/28/2016
FEDERICO,F,Maltese,Brooklyn,08/28/2016
FIGOTIN,M,Havanese,Brooklyn,08/28/2016
GIANNI,M,Brittany Spaniel,Brooklyn,08/28/2016
GRACIE,F,Labrador Retriever Crossbreed,Queens,08/28/2016
HAPPY,M,Golden Retriever,Queens,08/28/2016
HERCULES,M,Shih Tzu Crossbreed,Bronx,08/28/2016
INDIANA,M,Toy Fox Terrier,Manhattan,08/28/2016
ISAAC,M,Unknown,Bronx,08/28/2016
JACK,M,Pomeranian,Staten Island,08/28/2016
JAKE,M,Greyhound,Brooklyn,08/28/2016
JASPER,F,Labrador Retriever,Staten Island,08/28/2016
JAY-JAY,M,Beagle,Queens,08/28/2016
JERRY,M,Havanese,Queens,08/28/2016
JOSIE,F,Beagle Crossbreed,Manhattan,08/28/2016
KALEIA,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,08/28/2016
KALEY,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,08/28/2016
KODAK,M,Cocker Spaniel,Brooklyn,08/28/2016
LACEY,F,Chihuahua,Queens,08/28/2016
LAYLA,F,Shih Tzu,Manhattan,08/28/2016
LISA,F,Jack Russell Terrier,Brooklyn,08/28/2016
LUCKY ,M,Chihuahua,Queens,08/28/2016
LUNA,F,Shiba Inu,Manhattan,08/28/2016
MAGGIE,F,Unknown,Brooklyn,08/28/2016
MALCOLM,M,Beagle,Manhattan,08/28/2016
MARNIE,F,Italian Greyhound,Brooklyn,08/28/2016
MASON,M,Labrador Retriever Crossbreed,Manhattan,08/28/2016
MAX,M,Papillon,Manhattan,08/28/2016
MAX ,M,Maltese,Bronx,08/28/2016
MAXI,F,Border Terrier,Manhattan,08/28/2016
MAXIMO,M,American Pit Bull Terrier/Pit Bull,Brooklyn,08/28/2016
MAYA ,F,Shiba Inu,Brooklyn,08/28/2016
MEMO,M,Chihuahua,Manhattan,08/28/2016
MIDGE ,F,Chihuahua,Queens,08/28/2016
MIKEY,M,Rottweiler,Queens,08/28/2016
MILO ,M,Maltese Crossbreed,Brooklyn,08/28/2016
MILTY,M,Shetland Sheepdog,Brooklyn,08/28/2016
MIRACLE,F,American Pit Bull Mix / Pit Bull Mix,Bronx,08/28/2016
MOCHA,F,Chihuahua,Queens,08/28/2016
MOMO,M,Labrador Retriever Crossbreed,Brooklyn,08/28/2016
N ,M,German Shepherd Dog,Brooklyn,08/28/2016
NAME NOT PROVIDED,M,Pug,Brooklyn,08/28/2016
NAME NOT PROVIDED,F,Poodle Crossbreed,Queens,08/28/2016
NAME NOT PROVIDED,M,Beagle Crossbreed,Bronx,08/28/2016
NAME NOT PROVIDED,M,Havanese,Bronx,08/28/2016
NIBBLES,M,Rottweiler,Queens,08/28/2016
NINO,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,08/28/2016
NO ,M,Shih Tzu,Bronx,08/28/2016
NYA,F,German Shepherd Crossbreed,Brooklyn,08/28/2016
